rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
16,8:53.65,,Norah JERUTO,1995-10-02,KEN,1,"Hayward Field, Eugene, OR (USA)",2021-08-21,1261,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,533.65,USA,25.0,2021
17,8:54.29,,Winfred YAVI,1999-12-31,BRN,1,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-27,1259,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,534.29,HUN,23.0,2023
18,8:54.41,,Peruth CHEMUTAI,1999-07-10,UGA,2,"Stade Charléty, Paris (FRA)",2025-06-20,1259,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,534.41,FRA,25.0,2025
19,8:54.61,,Werkuha GETACHEW,1995-12-07,ETH,2,"Hayward Field, Eugene, OR (USA)",2022-07-20,1258,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,534.61,USA,26.0,2022
20,8:55.09,,Peruth CHEMUTAI,1999-07-10,UGA,1,"Hayward Field, Eugene, OR (USA)",2024-05-25,1257,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,535.09,USA,24.0,2024
21,8:55.10,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",2018-08-31,1257,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,535.1,BEL,27.0,2018
22,8:55.15,,Faith CHEROTICH,2004-07-13,KEN,3,"Stade de France, Paris (FRA)",2024-08-06,1257,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,535.15,FRA,20.0,2024
23,8:55.29,,Ruth JEBET,1996-11-17,BRN,1,"Letzigrund, Zürich (SUI)",2017-08-24,1256,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,535.29,SUI,20.0,2017
24,8:55.40,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Egret Stadium, Xiamen (CHN)",2024-04-20,1256,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,535.4,CHN,32.0,2024
25,8:55.58,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",2019-06-30,1256,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,535.58,USA,28.0,2019
26,8:56.08,,Mekides ABEBE,2001-01-29,ETH,3,"Hayward Field, Eugene, OR (USA)",2022-07-20,1254,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,536.08,USA,21.0,2022
27,8:56.46,,Winfred YAVI,1999-12-31,BRN,2,"National Stadium, Tokyo (JPN)",2025-09-17,1253,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,536.46,JPN,25.0,2025
28,8:56.51,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Hayward Field, Eugene, OR (USA)",2024-05-25,1253,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,536.51,USA,32.0,2024
29,8:56.55,,Winfred YAVI,1999-12-31,BRN,1,"Stade Charléty, Paris (FRA)",2022-06-18,1253,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,536.55,FRA,22.0,2022
30,8:57.24,,Faith CHEROTICH,2004-07-13,KEN,1,"Letzigrund, Zürich (SUI)",2025-08-28,1251,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,537.24,SUI,21.0,2025
31,8:57.35,,Jackline CHEPKOECH,2003-10-03,KEN,1,"Olympic Stadium, London (GBR)",2023-07-23,1251,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,537.35,GBR,19.0,2023
32,8:57.65,,Faith CHEROTICH,2004-07-13,KEN,3,"Stadio Olimpico, Roma (ITA)",2024-08-30,1250,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,537.65,ITA,20.0,2024
33,8:57.77,,Courtney FRERICHS,1993-01-18,USA,2,"Hayward Field, Eugene, OR (USA)",2021-08-21,1250,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,537.77,USA,28.0,2021
34,8:57.84,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Khalifa International Stadium, Doha (QAT)",2019-09-30,1250,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,537.84,QAT,28.0,2019
35,8:57.97,,Norah JERUTO,1995-10-02,KAZ,1,"Hayward Field, Eugene, OR (USA)",2022-05-28,1250,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,537.97,USA,26.0,2022
36,8:58.15,,Doris LEMNGOLE,2002-02-05,KEN,1,"Hayward Field, Eugene, OR (USA)",2025-06-14,1249,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,538.15,USA,23.0,2025
37,8:58.67,,Alice FINOT,1991-02-09,FRA,4,"Stade de France, Paris (FRA)",2024-08-06,1248,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,538.67,FRA,33.0,2024
38,8:58.71,,Winfred YAVI,1999-12-31,BRN,2,"Hayward Field, Eugene, OR (USA)",2022-05-28,1248,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,538.71,USA,22.0,2022
39,8:58.78,,Celliphine Chepteek CHESPOL,1999-03-23,KEN,1,"Hayward Field, Eugene, OR (USA)",2017-05-26,1247,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,538.78,USA,18.0,2017
1,8:58.78,,Celliphine Chepteek CHESPOL,1999-03-23,KEN,1,"Hayward Field, Eugene, OR (USA)",2017-05-26,1247,3000-metres-steeplechase,middlelong,female,u20,3000-metres-steeplechase,track,538.78,USA,18.0,2017
40,8:58.81,,Gulnara SAMITOVA-GALKINA,1978-07-09,RUS,1,"National Stadium, Beijing (CHN)",2008-08-17,1247,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,538.81,CHN,30.0,2008
41,8:58.86,,Sembo ALMAYEW,2005-01-24,ETH,3,"National Stadium, Tokyo (JPN)",2025-09-17,1247,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,538.86,JPN,20.0,2025
42,8:58.98,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-27,1247,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,538.98,HUN,32.0,2023
43,8:59.36,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Stade Charléty, Paris (FRA)",2018-06-30,1246,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.36,FRA,27.0,2018
44,8:59.46,,Norah JERUTO,1995-10-02,KAZ,4,"Hayward Field, Eugene, OR (USA)",2025-07-05,1246,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.46,USA,29.0,2025
45,8:59.62,,Norah JERUTO,1995-10-02,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",2018-08-31,1245,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.62,BEL,22.0,2018
46,8:59.65,,Faith CHEROTICH,2004-07-13,KEN,3,"Hayward Field, Eugene, OR (USA)",2023-09-16,1245,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.65,USA,19.0,2023
2,8:59.65,,Faith CHEROTICH,2004-07-13,KEN,3,"Hayward Field, Eugene, OR (USA)",2023-09-16,1245,3000-metres-steeplechase,middlelong,female,u20,3000-metres-steeplechase,track,539.65,USA,19.0,2023
47,8:59.75,,Ruth JEBET,1996-11-17,BRN,1,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-15,1245,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.75,BRA,19.0,2016
48,8:59.84,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Letzigrund, Zürich (SUI)",2017-08-24,1245,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.84,SUI,26.0,2017
49,8:59.90,,Sembo ALMAYEW,2005-01-24,ETH,5,"Hayward Field, Eugene, OR (USA)",2025-07-05,1245,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.9,USA,20.0,2025
50,8:59.97,,Ruth JEBET,1996-11-17,BRN,1,"Hayward Field, Eugene, OR (USA)",2016-05-28,1244,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,539.97,USA,19.0,2016
51,9:00.01,,Hyvin KIYENG,1992-01-13,KEN,2,"Hayward Field, Eugene, OR (USA)",2016-05-28,1244,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.01,USA,24.0,2016
52,9:00.05,,Hyvin KIYENG,1992-01-13,KEN,3,"Hayward Field, Eugene, OR (USA)",2021-08-21,1244,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.05,USA,29.0,2021
53,9:00.12,,Hyvin KIYENG,1992-01-13,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2017-05-05,1244,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.12,QAT,25.0,2017
54,9:00.67,,Norah JERUTO,1995-10-02,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1243,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.67,QAT,25.0,2021
3,9:00.69,,Faith CHEROTICH,2004-07-13,KEN,3,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-27,1243,3000-metres-steeplechase,middlelong,female,u20,3000-metres-steeplechase,track,540.69,HUN,19.0,2023
55,9:00.69,,Faith CHEROTICH,2004-07-13,KEN,3,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-27,1243,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.69,HUN,19.0,2023
56,9:00.70,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Hayward Field, Eugene, OR (USA)",2017-05-26,1243,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.7,USA,25.0,2017
4,9:00.71,,Sembo ALMAYEW,2005-01-24,ETH,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1242,3000-metres-steeplechase,middlelong,female,u20,3000-metres-steeplechase,track,540.71,ITA,18.0,2023
57,9:00.71,,Sembo ALMAYEW,2005-01-24,ETH,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1242,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.71,ITA,18.0,2023
58,9:00.83,,Sembo ALMAYEW,2005-01-24,ETH,5,"Stade de France, Paris (FRA)",2024-08-06,1242,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.83,FRA,19.0,2024
5,9:00.83,,Sembo ALMAYEW,2005-01-24,ETH,5,"Stade de France, Paris (FRA)",2024-08-06,1242,3000-metres-steeplechase,middlelong,female,u20,3000-metres-steeplechase,track,540.83,FRA,19.0,2024
59,9:00.85,,Courtney FRERICHS,1993-01-18,USA,2,"Stade Louis II, Monaco (MON)",2018-07-20,1242,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,540.85,MON,25.0,2018
60,9:01.18,,Jackline CHEPKOECH,2003-10-03,KEN,4,"Hayward Field, Eugene, OR (USA)",2023-09-16,1241,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.18,USA,19.0,2023
61,9:01.22,,Sembo ALMAYEW,2005-01-24,ETH,3,"Stade Charléty, Paris (FRA)",2025-06-20,1241,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.22,FRA,20.0,2025
62,9:01.31,,Winfred YAVI,1999-12-31,BRN,4,"Hayward Field, Eugene, OR (USA)",2022-07-20,1241,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.31,USA,22.0,2022
63,9:01.45,,Peruth CHEMUTAI,1999-07-10,UGA,1,"National Stadium, Tokyo (JPN)",2021-08-04,1241,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.45,JPN,22.0,2021
64,9:01.46,,Marwa BOUZAYANI,1997-03-26,TUN,4,"National Stadium, Tokyo (JPN)",2025-09-17,1241,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.46,JPN,28.0,2025
65,9:01.54,,Norah JERUTO,1995-10-02,KAZ,1h1,"Hayward Field, Eugene, OR (USA)",2022-07-16,1240,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.54,USA,26.0,2022
66,9:01.57,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2017-05-05,1240,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.57,QAT,25.0,2017
67,9:01.59,,Gulnara SAMITOVA,1978-07-09,RUS,1,Herakleion (GRE),2004-07-04,1240,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.59,GRE,26.0,2004
68,9:01.60,,Hyvin KIYENG,1992-01-13,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",2018-08-31,1240,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.6,BEL,26.0,2018
69,9:01.69,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Stade Charléty, Paris (FRA)",2017-07-01,1240,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.69,FRA,26.0,2017
70,9:01.71,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Letzigrund, Zürich (SUI)",2019-08-29,1240,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.71,SUI,28.0,2019
6,9:01.82,,Celliphine Chepteek CHESPOL,1999-03-23,KEN,2,"Stade Charléty, Paris (FRA)",2018-06-30,1240,3000-metres-steeplechase,middlelong,female,u20,3000-metres-steeplechase,track,541.82,FRA,19.0,2018
71,9:01.82,,Celliphine Chepteek CHESPOL,1999-03-23,KEN,2,"Stade Charléty, Paris (FRA)",2018-06-30,1240,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.82,FRA,19.0,2018
72,9:01.96,,Hyvin KIYENG,1992-01-13,KEN,2,"Stade de France, Paris-St-Denis (FRA)",2016-08-27,1239,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.96,FRA,24.0,2016
73,9:01.99,,Ruth JEBET,1996-11-17,BRN,3,"Suhaim bin Hamad Stadium, Doha (QAT)",2017-05-05,1239,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,541.99,QAT,20.0,2017
74,9:02.35,,Emma COBURN,1990-10-19,USA,2,"Khalifa International Stadium, Doha (QAT)",2019-09-30,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.35,QAT,28.0,2019
75,9:02.36,,Faith CHEROTICH,2004-07-13,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",2024-09-14,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.36,BEL,20.0,2024
76,9:02.39,,Doris LEMNGOLE,2002-02-05,KEN,5,"National Stadium, Tokyo (JPN)",2025-09-17,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.39,JPN,23.0,2025
77,9:02.43,,Jackline CHEPKOECH,2003-10-03,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.43,BEL,18.0,2022
7,9:02.43,,Jackline CHEPKOECH,2003-10-03,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1238,3000-metres-steeplechase,middlelong,female,u20,3000-metres-steeplechase,track,542.43,BEL,18.0,2022
78,9:02.52,,Mekides ABEBE,2001-01-29,ETH,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.52,QAT,20.0,2021
79,9:02.58,,Emma COBURN,1990-10-19,USA,1,"Olympic Stadium, London (GBR)",2017-08-11,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.58,GBR,26.0,2017
80,9:02.60,,Faith CHEROTICH,2004-07-13,KEN,1,"Bislett Stadion, Oslo (NOR)",2025-06-12,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.6,NOR,20.0,2025
81,9:02.64,,Winfred YAVI,1999-12-31,BRN,3,"Suhaim bin Hamad Stadium, Doha (QAT)",2021-05-28,1238,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.64,QAT,21.0,2021
82,9:02.76,,Winfred YAVI,1999-12-31,BRN,2,"Bislett Stadion, Oslo (NOR)",2025-06-12,1237,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.76,NOR,25.0,2025
83,9:02.87,,Winfred YAVI,1999-12-31,BRN,2,"Boudewijnstadion, Bruxelles (BEL)",2024-09-14,1237,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,542.87,BEL,24.0,2024
84,9:03.19,,Winfred YAVI,1999-12-31,BRN,1,"Letzigrund, Zürich (SUI)",2023-08-31,1236,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.19,SUI,23.0,2023
85,9:03.22,,Valerie CONSTIEN,1996-03-21,USA,1,"Hayward Field, Eugene, OR (USA)",2024-06-27,1236,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.22,USA,28.0,2024
86,9:03.26,,Mekides ABEBE,2001-01-29,ETH,3,"Hayward Field, Eugene, OR (USA)",2022-05-28,1236,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.26,USA,21.0,2022
87,9:03.30,,Gesa Felicitas KRAUSE,1992-08-03,GER,3,"Khalifa International Stadium, Doha (QAT)",2019-09-30,1236,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.3,QAT,27.0,2019
88,9:03.44,,Werkuha GETACHEW,1995-12-07,ETH,2,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.44,BEL,26.0,2022
89,9:03.52,,Ruth JEBET,1996-11-17,BRN,3,"Hayward Field, Eugene, OR (USA)",2017-05-26,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.52,USA,20.0,2017
90,9:03.57,,Werkuha GETACHEW,1995-12-07,ETH,1,"Letzigrund, Zürich (SUI)",2022-09-08,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.57,SUI,26.0,2022
91,9:03.68,,Winfred YAVI,1999-12-31,BRN,1,"Stade Charléty, Paris (FRA)",2024-07-07,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.68,FRA,24.0,2024
92,9:03.70,,Norah JERUTO,1995-10-02,KEN,1,"Olympiastadion, Berlin (GER)",2017-08-27,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.7,GER,21.0,2017
92,9:03.70,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Letzigrund, Zürich (SUI)",2023-08-31,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.7,SUI,32.0,2023
94,9:03.71,,Norah JERUTO,1995-10-02,KEN,1,"Bislett Stadion, Oslo (NOR)",2019-06-13,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.71,NOR,23.0,2019
95,9:03.77,,Courtney FRERICHS,1993-01-18,USA,2,"Olympic Stadium, London (GBR)",2017-08-11,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.77,GBR,24.0,2017
96,9:03.82,,Hyvin KIYENG,1992-01-13,KEN,1,"Stade Louis II, Monaco (MON)",2021-07-09,1235,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.82,MON,29.0,2021
97,9:03.83,,Hyvin KIYENG,1992-01-13,KEN,2,"Letzigrund, Zürich (SUI)",2019-08-29,1234,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.83,SUI,27.0,2019
98,9:03.86,,Hyvin KIYENG,1992-01-13,KEN,3,"Stade Charléty, Paris (FRA)",2018-06-30,1234,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,543.86,FRA,26.0,2018
99,9:04.03,,Hyvin KIYENG,1992-01-13,KEN,3,"Olympic Stadium, London (GBR)",2017-08-11,1234,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.03,GBR,25.0,2017
100,9:04.07,,Jackline CHEPKOECH,2003-10-03,KEN,2,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1234,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.07,ITA,19.0,2023
101,9:04.17,,Norah JERUTO,1995-10-02,KEN,4,"Stade Charléty, Paris (FRA)",2018-06-30,1234,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.17,FRA,22.0,2018
102,9:04.24,,Beatrice CHEPKOECH,1991-07-06,KEN,6,"Stade de France, Paris (FRA)",2024-08-06,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.24,FRA,33.0,2024
103,9:04.27,,Winfred YAVI,1999-12-31,BRN,4,"Hayward Field, Eugene, OR (USA)",2021-08-21,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.27,USA,21.0,2021
104,9:04.30,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Bislett Stadion, Oslo (NOR)",2019-06-13,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.3,NOR,27.0,2019
105,9:04.34,,Hyvin KIYENG,1992-01-13,KEN,1,"Olympiastadion, Stockholm (SWE)",2021-07-04,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.34,SWE,29.0,2021
105,9:04.34,,Beatrice CHEPKOECH,1991-07-06,KEN,2,"Olympic Stadium, London (GBR)",2023-07-23,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.34,GBR,32.0,2023
107,9:04.35,,Elizabeth BIRD,1994-10-04,GBR,7,"Stade de France, Paris (FRA)",2024-08-06,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.35,FRA,29.0,2024
108,9:04.38,,Winfred YAVI,1999-12-31,BRN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2023-05-05,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.38,QAT,23.0,2023
109,9:04.41,,Hyvin KIYENG,1992-01-13,KEN,3,"Stade Louis II, Monaco (MON)",2018-07-20,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.41,MON,26.0,2018
110,9:04.45,,Faith CHEROTICH,2004-07-13,KEN,3,"Hayward Field, Eugene, OR (USA)",2024-05-25,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.45,USA,19.0,2024
111,9:04.47,,Winfred YAVI,1999-12-31,BRN,2,"Letzigrund, Zürich (SUI)",2022-09-08,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.47,SUI,22.0,2022
112,9:04.53,,Beatrice CHEPKOECH,1991-07-06,KEN,1,"Shanghai Stadium, Shanghai (CHN)",2019-05-18,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.53,CHN,27.0,2019
113,9:04.56,,Norah JERUTO,1995-10-02,KEN,1,"Sports Park Mladost, Zagreb (CRO)",2017-08-29,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.56,CRO,21.0,2017
114,9:04.58,,Winfred YAVI,1999-12-31,BRN,1,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",2023-07-06,1233,3000-metres-steeplechase,middlelong,female,senior,3000-metres-steeplechase,track,544.58,ALG,23.0,2023
